0.00000000E+00,-1.00000274E+00,-1.00000000E+00,2.74097871E-06
1.96349541E-01,-9.77057051E-01,-9.77072689E-01,1.56374044E-05
3.92699082E-01,-8.95829769E-01,-8.95858187E-01,2.84176267E-05
5.89048623E-01,-7.45697436E-01,-7.45728935E-01,3.14987906E-05
7.85398163E-01,-5.30306284E-01,-5.30330086E-01,2.38020551E-05
9.81747704E-01,-2.68147745E-01,-2.68155419E-01,7.67338839E-06
1.17809725E+00,1.15949695E-02,1.16068214E-02,1.18518248E-05
1.37444679E+00,2.76609181E-01,2.76637860E-01,2.86783356E-05
1.57079633E+00,4.99962370E-01,5.00000000E-01,3.76300944E-05
