,x,f(x),$S_{1}$,$RE_{1}$,$S_{2}$,$RE_{2}$,$S_{5}$,$RE_{5}$,$S_{10}$,$RE_{10}$,$S_{20}$,$RE_{20}$
0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
1,1.5707963267948966,1.5707963267948966,0.0,-1.0,2.0,0.2732395447351627,1.333333333333333,-0.15117363684322502,1.6698412698412706,0.06305396909634269,1.5209198094647003,-0.03175237710923728
2,3.141592653589793,3.141592653589793,0.0,-1.0,2.4492935982947064e-16,-0.9999999999999999,9.797174393178824e-16,-0.9999999999999997,2.9149069742253323e-15,-0.999999999999999,6.6038186176269616e-15,-0.9999999999999979
