,x,f(x),$S_{1}$,$RE_{1}$,$S_{2}$,$RE_{2}$,$S_{5}$,$RE_{5}$,$S_{10}$,$RE_{10}$,$S_{20}$,$RE_{20}$
0,-0.5,0.0,0.5015687104105051,inf,0.5015687104105051,inf,0.501568710410505,inf,0.5015687104105055,inf,0.5015687104105045,inf
1,0.0,1.0,0.5015687104105051,-0.4984312895894949,1.1382825643618426,0.1382825643618426,0.9257934726589976,-0.07420652734100242,1.0335712725368005,0.03357127253680048,0.9847076330744672,-0.015292366925532819
2,0.5,1.0,0.5015687104105051,-0.4984312895894949,0.5015687104105051,-0.4984312895894949,0.501568710410505,-0.498431289589495,0.5015687104105055,-0.49843128958949445,0.5015687104105045,-0.49843128958949545
