,x,f(x),$S_{1}$,$RE_{1}$,$S_{2}$,$RE_{2}$,$S_{5}$,$RE_{5}$,$S_{10}$,$RE_{10}$,$S_{20}$,$RE_{20}$
0,-0.5,0.0,0.5056271733868211,inf,-0.1308595846453956,-inf,0.08094769222639486,inf,-0.02522926424989791,-inf,0.02012627673017864,inf
1,0.0,0.0,0.5056271733868211,inf,0.5056271733868211,inf,0.5056271733868204,inf,0.50562717338682,inf,0.5056271733868183,inf
2,0.5,1.0,0.5056271733868211,-0.49437282661317894,1.1421139314190376,0.1421139314190376,0.9303066545472473,-0.06969334545275274,1.0364836110235391,0.03648361102353914,0.991128070043463,-0.008871929956536961
